wavelength,alpha_0,alpha_0_uncertainty,alpha_1,alpha_1_uncertainty,alpha_2,alpha_2_uncertainty,alpha(m=0),alpha(m=0)_uncertainty,alpha(m=1),alpha(m=1)_uncertainty
1751.87,-27.96,3.61,-291.52,2.84,5.04,0.5,-38.03,3.9,-22.92,3.56
1752.37,-28.55,3.63,-292.24,2.89,5.06,0.5,-38.67,3.93,-23.48,3.58
1752.87,-29.15,3.64,-292.99,2.94,5.09,0.5,-39.34,3.95,-24.06,3.59
1753.37,-29.78,3.66,-293.78,2.99,5.12,0.51,-40.02,3.97,-24.66,3.61
1753.87,-30.43,3.68,-294.6,3.05,5.16,0.51,-40.74,4,-25.27,3.62
1754.37,-31.11,3.71,-295.46,3.11,5.19,0.51,-41.49,4.03,-25.92,3.64
1754.87,-31.81,3.73,-296.36,3.17,5.23,0.51,-42.27,4.06,-26.58,3.66
1755.37,-32.55,3.76,-297.3,3.24,5.27,0.51,-43.09,4.1,-27.28,3.68
1755.87,-33.32,3.78,-298.3,3.32,5.32,0.51,-43.96,4.13,-28,3.7
1756.37,-34.13,3.81,-299.36,3.4,5.37,0.52,-44.86,4.17,-28.76,3.73
1756.87,-34.98,3.85,-300.47,3.48,5.42,0.52,-45.82,4.22,-29.56,3.76
1757.37,-35.87,3.89,-301.66,3.58,5.48,0.52,-46.83,4.27,-30.4,3.79
1757.87,-36.82,3.93,-302.92,3.68,5.54,0.53,-47.9,4.32,-31.28,3.82
1758.37,-37.82,3.97,-304.26,3.79,5.61,0.53,-49.03,4.38,-32.22,3.86
1758.87,-38.89,4.02,-305.7,3.91,5.68,0.53,-50.25,4.45,-33.21,3.9
1759.37,-40.02,4.08,-307.25,4.04,5.76,0.54,-51.55,4.52,-34.26,3.95
1759.87,-41.24,4.14,-308.91,4.18,5.85,0.54,-52.94,4.6,-35.39,4
1760.37,-42.55,4.21,-310.71,4.34,5.95,0.55,-54.45,4.69,-36.6,4.06
1760.87,-43.96,4.29,-312.67,4.51,6.06,0.55,-56.08,4.8,-37.9,4.13
1761.37,-45.49,4.38,-314.81,4.7,6.18,0.56,-57.85,4.91,-39.31,4.21
1761.87,-47.16,4.49,-317.16,4.92,6.31,0.57,-59.79,5.04,-40.85,4.29
1762.37,-48.99,4.6,-319.75,5.15,6.46,0.58,-61.92,5.19,-42.53,4.39
1762.87,-51.02,4.74,-322.62,5.42,6.63,0.59,-64.29,5.36,-44.38,4.51
1763.37,-53.27,4.89,-325.83,5.73,6.83,0.6,-66.92,5.56,-46.44,4.64
1763.87,-55.79,5.07,-329.45,6.07,7.05,0.62,-69.88,5.79,-48.74,4.79
1764.37,-58.64,5.29,-333.57,6.47,7.3,0.63,-73.23,6.06,-51.34,4.98
1764.87,-61.89,5.54,-338.29,6.93,7.59,0.65,-77.07,6.38,-54.3,5.2
1765.37,-65.65,5.84,-343.77,7.48,7.93,0.68,-81.52,6.76,-57.72,5.46
1765.87,-70.06,6.21,-350.21,8.12,8.34,0.71,-86.74,7.21,-61.71,5.78
1766.37,-75.3,6.67,-357.92,8.9,8.83,0.75,-92.97,7.78,-66.46,6.18
1766.87,-81.66,7.24,-367.29,9.85,9.44,0.8,-100.53,8.48,-72.22,6.67
1767.37,-89.55,7.96,-378.98,11.04,10.19,0.87,-109.94,9.37,-79.36,7.31
1767.87,-99.64,8.92,-393.95,12.58,11.17,0.96,-121.98,10.54,-88.47,8.16
1768.37,-113.02,10.22,-413.86,14.64,12.48,1.08,-137.97,12.12,-100.55,9.31
1768.87,-131.67,12.07,-441.67,17.53,14.31,1.26,-160.29,14.36,-117.36,10.96
1769.37,-159.54,14.89,-483.31,21.88,17.06,1.53,-193.66,17.77,-142.48,13.48
1769.87,-205.85,19.65,-552.61,29.14,21.66,2,-249.16,23.51,-184.19,17.75
1770.37,-298.29,29.27,-691.11,43.68,30.87,2.95,-360.03,35.07,-267.42,26.38
1770.87,-575.53,58.33,-1106.81,87.4,58.56,5.84,-692.66,69.98,-516.97,52.52
1770.92,-637.19,64.81,-1199.28,97.13,64.72,6.49,-766.64,77.75,-572.46,58.35
1770.97,-714.29,72.92,-1314.91,109.3,72.43,7.3,-859.15,87.48,-641.86,65.64
1771.02,-813.47,83.34,-1463.67,124.96,82.35,8.34,-978.16,100,-731.12,75.02
1771.07,-945.81,97.26,-1662.17,145.85,95.58,9.73,-1136.96,116.7,-850.24,87.55
1771.12,-1131.28,116.78,-1940.36,175.13,114.12,11.68,-1359.52,140.12,-1017.16,105.11
1771.17,-1409.93,146.09,-2358.31,219.12,141.98,14.61,-1693.89,175.3,-1267.95,131.49
1771.22,-1875.51,195.09,-3056.67,292.63,188.54,19.51,-2252.58,234.1,-1686.97,175.59
1771.27,-2811.15,293.57,-4460.11,440.35,282.1,29.36,-3375.35,352.28,-2529.06,264.22
1771.307,-4474.39,468.64,-6954.95,702.96,448.42,46.86,-5371.22,562.36,-4025.97,421.78
1771.315,-5133.44,538.01,-7943.53,807.03,514.32,53.8,-6162.09,645.61,-4619.12,484.21
1771.323,-6021.52,631.49,-9275.65,947.25,603.13,63.15,-7227.78,757.78,-5418.39,568.34
1771.331,-7283.1,764.28,-11168.01,1146.44,729.29,76.43,-8741.67,917.14,-6553.81,687.86
1771.339,-9216.54,967.8,-14068.17,1451.72,922.63,96.78,-11061.8,1161.36,-8293.91,871.02
1771.347,-12553.36,1319.05,-19073.4,1978.59,1256.31,131.91,-15065.99,1582.85,-11297.05,1187.14
1771.355,-19691.93,2070.47,-29781.26,3105.73,1970.17,207.05,-23632.27,2484.57,-17721.76,1863.43
1771.363,-45730.27,4811.35,-68838.75,7217.05,4574,481.13,-54878.27,5773.62,-41156.26,4330.21
1771.375,46350.4,4881.36,69282.26,7322.01,-4634.07,488.14,55618.54,5857.63,41716.34,4393.22
1771.383,19769.52,2083.37,29410.94,3125.03,-1975.98,208.34,23721.48,2500.04,17793.54,1875.03
1771.391,12558.32,1324.3,18594.13,1986.42,-1254.86,132.43,15068.03,1589.16,11303.46,1191.87
1771.399,9198.65,970.65,13554.63,1455.94,-918.89,97.07,11036.43,1164.78,8279.76,873.59
1771.407,7255.19,766.08,10639.44,1149.08,-724.55,76.61,8704.28,919.29,6530.64,689.47
1771.415,5988.35,632.73,8739.18,949.06,-597.86,63.27,7184.07,759.27,5390.49,569.46
1771.423,5097.17,538.92,7402.42,808.35,-508.75,53.89,6114.66,646.7,4588.42,485.03
1771.431,4436.13,469.34,6410.87,703.97,-442.64,46.94,5321.42,563.21,3993.49,422.41
1771.439,3926.28,415.67,5646.09,623.47,-391.66,41.57,4709.6,498.81,3534.62,374.11
1771.447,3521.07,373.02,5038.28,559.49,-351.14,37.3,4223.35,447.62,3169.94,335.72
1771.455,3191.29,338.31,4543.61,507.42,-318.16,33.83,3827.61,405.97,2873.13,304.48
1771.505,2009.43,213.92,2770.84,320.82,-199.98,21.39,2409.39,256.69,1809.46,192.53
1771.555,1463.12,156.42,1951.39,234.56,-145.35,15.65,1753.82,187.7,1317.77,140.79
1771.605,1148.33,123.3,1479.22,184.86,-113.87,12.33,1376.07,147.94,1034.45,110.98
1771.655,943.61,101.76,1172.16,152.55,-93.4,10.18,1130.42,122.1,850.21,91.6
1771.705,799.82,86.64,956.49,129.85,-79.03,8.67,957.88,103.95,720.8,77.99
1771.755,693.29,75.43,796.7,113.03,-68.38,7.55,830.04,90.5,624.91,67.91
1771.805,611.18,66.8,673.56,100.07,-60.17,6.69,731.52,80.14,551.01,60.14
1771.855,545.97,59.95,575.76,89.78,-53.65,6.01,653.27,71.91,492.31,53.97
1772.355,257.49,29.7,143.2,44.29,-24.84,2.99,307.16,35.59,232.65,26.77
1772.855,163,19.87,1.62,29.42,-15.42,2.02,193.84,23.77,147.57,17.94
1773.355,115.97,15.03,-68.75,22.05,-10.75,1.54,137.48,17.94,105.22,13.61
1773.855,87.77,12.18,-110.88,17.65,-7.97,1.27,103.71,14.49,79.81,11.06
1774.355,68.95,10.31,-138.96,14.73,-6.12,1.09,81.18,12.22,62.83,9.39
1774.855,55.46,8.99,-159.03,12.65,-4.8,0.96,65.06,10.63,50.65,8.23
1775.355,45.29,8.03,-174.11,11.1,-3.82,0.88,52.93,9.45,41.47,7.37
1775.855,37.35,7.3,-185.87,9.9,-3.06,0.81,43.46,8.55,34.29,6.73
1776.355,30.95,6.72,-195.3,8.95,-2.45,0.76,35.85,7.85,28.5,6.23
1776.855,25.68,6.27,-203.05,8.17,-1.96,0.72,29.59,7.28,23.72,5.83
1777.355,21.25,5.9,-209.53,7.52,-1.55,0.68,24.34,6.82,19.7,5.5
1777.855,17.46,5.59,-215.04,6.98,-1.2,0.66,19.87,6.44,16.26,5.24
1778.355,14.19,5.33,-219.78,6.52,-0.91,0.64,16.01,6.12,13.28,5.02
1778.855,11.33,5.12,-223.91,6.12,-0.66,0.62,12.64,5.85,10.67,4.83
1779.355,8.79,4.94,-227.55,5.77,-0.44,0.6,9.66,5.62,8.36,4.68
1779.855,6.53,4.78,-230.78,5.47,-0.24,0.59,7.01,5.42,6.29,4.54
1780.355,4.49,4.64,-233.67,5.2,-0.07,0.58,4.64,5.24,4.42,4.43
1780.855,2.65,4.52,-236.27,4.96,0.08,0.57,2.49,5.09,2.73,4.33
1781.355,0.96,4.42,-238.63,4.75,0.21,0.56,0.54,4.96,1.18,4.24
1781.855,-0.58,4.33,-240.78,4.56,0.33,0.56,-1.25,4.84,-0.25,4.16
1782.355,-2.01,4.25,-242.76,4.38,0.44,0.55,-2.89,4.74,-1.56,4.09
1782.855,-3.33,4.18,-244.57,4.23,0.54,0.54,-4.41,4.65,-2.78,4.03
1783.355,-4.56,4.12,-246.25,4.09,0.63,0.54,-5.82,4.57,-3.93,3.98
1783.855,-5.71,4.06,-247.81,3.96,0.71,0.54,-7.13,4.49,-4.99,3.93
1784.355,-6.78,4.01,-249.26,3.84,0.79,0.53,-8.36,4.43,-6,3.89
1784.855,-7.8,3.96,-250.62,3.73,0.85,0.53,-9.51,4.36,-6.95,3.85
1785.355,-8.76,3.92,-251.89,3.63,0.92,0.52,-10.59,4.31,-7.84,3.82
1785.855,-9.67,3.88,-253.09,3.54,0.97,0.52,-11.61,4.26,-8.7,3.79
1786.355,-10.53,3.85,-254.22,3.45,1.03,0.52,-12.58,4.22,-9.51,3.76
1786.855,-11.36,3.81,-255.28,3.38,1.07,0.52,-13.5,4.17,-10.28,3.73
1787.355,-12.14,3.79,-256.3,3.3,1.12,0.51,-14.38,4.14,-11.02,3.71
1787.855,-12.89,3.76,-257.26,3.24,1.16,0.51,-15.21,4.1,-11.74,3.68
1788.355,-13.62,3.74,-258.17,3.17,1.2,0.51,-16.01,4.07,-12.42,3.66
1788.855,-14.31,3.71,-259.05,3.11,1.23,0.51,-16.78,4.04,-13.08,3.65
1789.355,-14.98,3.69,-259.88,3.06,1.27,0.51,-17.51,4.01,-13.71,3.63
1789.855,-15.62,3.67,-260.68,3.01,1.3,0.51,-18.22,3.99,-14.33,3.61
1790.355,-16.25,3.66,-261.45,2.96,1.32,0.51,-18.9,3.96,-14.92,3.6
1790.855,-16.85,3.64,-262.18,2.91,1.35,0.5,-19.55,3.94,-15.5,3.59
1791.355,-17.44,3.62,-262.89,2.87,1.37,0.5,-20.18,3.92,-16.06,3.57
1791.855,-18,3.61,-263.58,2.83,1.4,0.5,-20.8,3.9,-16.61,3.56
1792.355,-18.56,3.6,-264.24,2.8,1.42,0.5,-21.39,3.88,-17.14,3.55
1792.855,-19.09,3.58,-264.87,2.76,1.44,0.5,-21.97,3.87,-17.66,3.54
1793.355,-19.62,3.57,-265.49,2.73,1.46,0.5,-22.53,3.85,-18.16,3.53
1793.855,-20.13,3.56,-266.09,2.7,1.47,0.5,-23.07,3.84,-18.66,3.52
1794.355,-20.63,3.55,-266.67,2.67,1.49,0.5,-23.6,3.82,-19.14,3.51
1794.855,-21.11,3.54,-267.23,2.64,1.5,0.5,-24.12,3.81,-19.61,3.51
1795.355,-21.59,3.53,-267.77,2.61,1.51,0.5,-24.62,3.8,-20.08,3.5
1795.855,-22.06,3.52,-268.31,2.59,1.53,0.5,-25.11,3.79,-20.53,3.49
1796.355,-22.52,3.52,-268.82,2.56,1.54,0.5,-25.59,3.78,-20.98,3.48
1796.855,-22.97,3.51,-269.33,2.54,1.55,0.49,-26.07,3.77,-21.42,3.48
1797.355,-23.41,3.5,-269.82,2.52,1.56,0.49,-26.53,3.76,-21.85,3.47
1797.855,-23.84,3.49,-270.3,2.5,1.57,0.49,-26.98,3.75,-22.28,3.47
1798.355,-24.27,3.49,-270.77,2.48,1.57,0.49,-27.42,3.74,-22.7,3.46
1798.855,-24.69,3.48,-271.23,2.46,1.58,0.49,-27.86,3.73,-23.11,3.46
1799.355,-25.1,3.48,-271.68,2.44,1.59,0.49,-28.28,3.72,-23.52,3.45
1799.855,-25.51,3.47,-272.12,2.43,1.59,0.49,-28.7,3.72,-23.92,3.45
1800.355,-25.91,3.47,-272.55,2.41,1.6,0.49,-29.11,3.71,-24.31,3.44
1800.855,-26.31,3.46,-272.98,2.4,1.6,0.49,-29.52,3.7,-24.71,3.44
1801.355,-26.7,3.46,-273.39,2.38,1.61,0.49,-29.92,3.7,-25.09,3.44
1801.855,-27.09,3.45,-273.8,2.37,1.61,0.49,-30.32,3.69,-25.48,3.43
1802.355,-27.47,3.45,-274.2,2.36,1.62,0.49,-30.7,3.69,-25.86,3.43
1802.855,-27.85,3.44,-274.6,2.34,1.62,0.49,-31.09,3.68,-26.23,3.43
1803.355,-28.22,3.44,-274.98,2.33,1.62,0.49,-31.46,3.67,-26.6,3.42
1803.855,-28.59,3.44,-275.37,2.32,1.62,0.49,-31.84,3.67,-26.97,3.42
1804.355,-28.96,3.43,-275.74,2.31,1.62,0.49,-32.21,3.67,-27.33,3.42
1804.855,-29.32,3.43,-276.11,2.3,1.63,0.49,-32.57,3.66,-27.69,3.41
1805.355,-29.68,3.43,-276.48,2.29,1.63,0.49,-32.93,3.66,-28.05,3.41
1805.855,-30.03,3.42,-276.84,2.28,1.63,0.49,-33.29,3.65,-28.41,3.41
1806.355,-30.39,3.42,-277.19,2.27,1.63,0.49,-33.64,3.65,-28.76,3.41
1806.855,-30.74,3.42,-277.54,2.26,1.63,0.49,-33.99,3.64,-29.11,3.4
1807.355,-31.08,3.41,-277.89,2.25,1.63,0.49,-34.33,3.64,-29.46,3.4
1807.855,-31.43,3.41,-278.23,2.25,1.62,0.49,-34.68,3.64,-29.8,3.4
1808.355,-31.77,3.41,-278.57,2.24,1.62,0.49,-35.01,3.63,-30.14,3.4
1808.855,-32.11,3.41,-278.9,2.23,1.62,0.49,-35.35,3.63,-30.48,3.4
1809.355,-32.44,3.41,-279.23,2.22,1.62,0.49,-35.68,3.63,-30.82,3.4
1809.855,-32.78,3.4,-279.56,2.22,1.62,0.49,-36.01,3.63,-31.16,3.39
1810.355,-33.11,3.4,-279.88,2.21,1.62,0.49,-36.34,3.62,-31.49,3.39
1810.855,-33.44,3.4,-280.2,2.2,1.61,0.49,-36.66,3.62,-31.83,3.39
1811.355,-33.77,3.4,-280.52,2.2,1.61,0.49,-36.99,3.62,-32.16,3.39
1811.855,-34.09,3.4,-280.84,2.19,1.61,0.49,-37.31,3.61,-32.49,3.39
1812.355,-34.42,3.39,-281.15,2.19,1.6,0.49,-37.62,3.61,-32.81,3.39
1812.855,-34.74,3.39,-281.45,2.18,1.6,0.49,-37.94,3.61,-33.14,3.38
1813.355,-35.06,3.39,-281.76,2.18,1.6,0.49,-38.25,3.61,-33.46,3.38
1813.855,-35.38,3.39,-282.06,2.17,1.59,0.49,-38.56,3.61,-33.79,3.38
1814.355,-35.7,3.39,-282.36,2.17,1.59,0.49,-38.87,3.6,-34.11,3.38
1814.855,-36.01,3.39,-282.66,2.16,1.58,0.49,-39.18,3.6,-34.43,3.38
1815.355,-36.33,3.38,-282.96,2.16,1.58,0.49,-39.49,3.6,-34.75,3.38
1815.855,-36.64,3.38,-283.25,2.16,1.58,0.49,-39.79,3.6,-35.07,3.38
1816.355,-36.95,3.38,-283.54,2.15,1.57,0.49,-40.09,3.6,-35.38,3.38
1816.855,-37.26,3.38,-283.83,2.15,1.57,0.49,-40.4,3.59,-35.7,3.37
1817.355,-37.57,3.38,-284.12,2.14,1.56,0.49,-40.7,3.59,-36.01,3.37
1817.855,-37.88,3.38,-284.41,2.14,1.56,0.49,-40.99,3.59,-36.33,3.37
1818.355,-38.19,3.38,-284.69,2.14,1.55,0.49,-41.29,3.59,-36.64,3.37
1818.855,-38.5,3.38,-284.97,2.13,1.54,0.49,-41.59,3.59,-36.95,3.37
1819.355,-38.8,3.37,-285.25,2.13,1.54,0.49,-41.88,3.59,-37.26,3.37
1819.855,-39.11,3.37,-285.53,2.13,1.53,0.49,-42.17,3.59,-37.57,3.37
1820.355,-39.41,3.37,-285.81,2.13,1.53,0.49,-42.46,3.58,-37.88,3.37
1820.855,-39.71,3.37,-286.08,2.12,1.52,0.49,-42.75,3.58,-38.19,3.37
1821.355,-40.01,3.37,-286.36,2.12,1.52,0.49,-43.04,3.58,-38.5,3.37
1821.855,-40.31,3.37,-286.63,2.12,1.51,0.49,-43.33,3.58,-38.8,3.37
1822.355,-40.61,3.37,-286.9,2.12,1.5,0.49,-43.62,3.58,-39.11,3.37
1822.855,-40.91,3.37,-287.17,2.11,1.5,0.49,-43.91,3.58,-39.42,3.37
1823.355,-41.21,3.37,-287.44,2.11,1.49,0.49,-44.19,3.58,-39.72,3.36
1823.855,-41.51,3.37,-287.71,2.11,1.48,0.49,-44.48,3.58,-40.03,3.36
1824.355,-41.81,3.37,-287.97,2.11,1.48,0.49,-44.76,3.57,-40.33,3.36
1824.855,-42.1,3.37,-288.24,2.11,1.47,0.49,-45.04,3.57,-40.63,3.36
1825.355,-42.4,3.36,-288.5,2.1,1.46,0.49,-45.32,3.57,-40.94,3.36
1825.855,-42.69,3.36,-288.77,2.1,1.46,0.49,-45.6,3.57,-41.24,3.36
1826.355,-42.99,3.36,-289.03,2.1,1.45,0.49,-45.88,3.57,-41.54,3.36
1826.855,-43.28,3.36,-289.29,2.1,1.44,0.49,-46.16,3.57,-41.84,3.36
1827.355,-43.58,3.36,-289.55,2.1,1.43,0.49,-46.44,3.57,-42.14,3.36
1827.855,-43.87,3.36,-289.81,2.1,1.43,0.49,-46.72,3.57,-42.44,3.36
1828.355,-44.16,3.36,-290.07,2.09,1.42,0.49,-47,3.57,-42.74,3.36
1828.855,-44.45,3.36,-290.32,2.09,1.41,0.49,-47.28,3.57,-43.04,3.36
1829.355,-44.75,3.36,-290.58,2.09,1.4,0.49,-47.55,3.57,-43.34,3.36
1829.855,-45.04,3.36,-290.83,2.09,1.4,0.49,-47.83,3.57,-43.64,3.36
1830.355,-45.33,3.36,-291.09,2.09,1.39,0.49,-48.1,3.56,-43.94,3.36
1830.855,-45.62,3.36,-291.34,2.09,1.38,0.49,-48.38,3.56,-44.24,3.36
1831.355,-45.91,3.36,-291.6,2.09,1.37,0.49,-48.65,3.56,-44.54,3.36
1831.855,-46.2,3.36,-291.85,2.09,1.36,0.49,-48.92,3.56,-44.84,3.36
1832.355,-46.49,3.36,-292.1,2.09,1.36,0.49,-49.2,3.56,-45.13,3.36
1832.855,-46.78,3.36,-292.35,2.09,1.35,0.48,-49.47,3.56,-45.43,3.36
1833.355,-47.07,3.36,-292.6,2.08,1.34,0.48,-49.74,3.56,-45.73,3.36
1833.855,-47.35,3.36,-292.85,2.08,1.33,0.48,-50.01,3.56,-46.02,3.36
1834.355,-47.64,3.36,-293.1,2.08,1.32,0.48,-50.29,3.56,-46.32,3.36
1834.855,-47.93,3.36,-293.35,2.08,1.31,0.48,-50.56,3.56,-46.62,3.35
1835.355,-48.22,3.35,-293.6,2.08,1.3,0.48,-50.83,3.56,-46.91,3.35
1835.855,-48.51,3.35,-293.85,2.08,1.3,0.48,-51.1,3.56,-47.21,3.35
1836.355,-48.79,3.35,-294.09,2.08,1.29,0.48,-51.37,3.56,-47.51,3.35
1836.855,-49.08,3.35,-294.34,2.08,1.28,0.48,-51.64,3.56,-47.8,3.35
1837.355,-49.37,3.35,-294.58,2.08,1.27,0.48,-51.91,3.56,-48.1,3.35
1837.855,-49.65,3.35,-294.83,2.08,1.26,0.48,-52.17,3.56,-48.39,3.35
1838.355,-49.94,3.35,-295.07,2.08,1.25,0.48,-52.44,3.56,-48.69,3.35
1838.855,-50.23,3.35,-295.32,2.08,1.24,0.48,-52.71,3.56,-48.98,3.35
1839.355,-50.51,3.35,-295.56,2.08,1.23,0.48,-52.98,3.56,-49.28,3.35
1839.855,-50.8,3.35,-295.81,2.08,1.22,0.48,-53.25,3.56,-49.57,3.35
1840.355,-51.08,3.35,-296.05,2.08,1.22,0.48,-53.51,3.56,-49.87,3.35
1840.855,-51.37,3.35,-296.29,2.08,1.21,0.48,-53.78,3.55,-50.16,3.35
1841.355,-51.65,3.35,-296.54,2.08,1.2,0.48,-54.05,3.55,-50.46,3.35
1841.855,-51.94,3.35,-296.78,2.08,1.19,0.48,-54.31,3.55,-50.75,3.35
1842.355,-52.22,3.35,-297.02,2.08,1.18,0.48,-54.58,3.55,-51.05,3.35
1842.855,-52.51,3.35,-297.26,2.08,1.17,0.48,-54.85,3.55,-51.34,3.35
1843.355,-52.8,3.35,-297.5,2.08,1.16,0.48,-55.11,3.55,-51.64,3.35
1843.855,-53.08,3.35,-297.74,2.08,1.15,0.48,-55.38,3.55,-51.93,3.35
1844.355,-53.37,3.35,-297.99,2.08,1.14,0.48,-55.65,3.55,-52.22,3.35
1844.855,-53.65,3.35,-298.23,2.08,1.13,0.48,-55.91,3.55,-52.52,3.35
1845.355,-53.94,3.35,-298.47,2.08,1.12,0.48,-56.18,3.55,-52.81,3.35
1845.855,-54.22,3.35,-298.71,2.08,1.11,0.48,-56.44,3.55,-53.11,3.35
1846.355,-54.5,3.35,-298.95,2.08,1.1,0.48,-56.71,3.55,-53.4,3.35
1846.855,-54.79,3.35,-299.18,2.08,1.09,0.48,-56.97,3.55,-53.7,3.35
1847.355,-55.07,3.35,-299.42,2.08,1.08,0.48,-57.24,3.55,-53.99,3.35
1847.855,-55.36,3.35,-299.66,2.08,1.07,0.48,-57.5,3.55,-54.29,3.35
1848.355,-55.64,3.35,-299.9,2.08,1.06,0.48,-57.77,3.55,-54.58,3.35
1848.855,-55.93,3.35,-300.14,2.08,1.05,0.48,-58.03,3.55,-54.88,3.35
1849.355,-56.21,3.35,-300.38,2.08,1.04,0.48,-58.3,3.55,-55.17,3.35
1849.855,-56.5,3.35,-300.62,2.08,1.03,0.48,-58.56,3.55,-55.47,3.35
1850.355,-56.78,3.35,-300.85,2.08,1.02,0.48,-58.83,3.55,-55.76,3.35
1850.855,-57.07,3.35,-301.09,2.08,1.01,0.49,-59.09,3.55,-56.05,3.35
1851.355,-57.35,3.35,-301.33,2.08,1,0.49,-59.36,3.55,-56.35,3.35
1851.855,-57.64,3.35,-301.57,2.08,0.99,0.49,-59.62,3.55,-56.64,3.35
1852.355,-57.92,3.35,-301.81,2.08,0.98,0.49,-59.89,3.55,-56.94,3.35
1852.855,-58.21,3.35,-302.04,2.08,0.97,0.49,-60.15,3.55,-57.24,3.35
1853.355,-58.49,3.35,-302.28,2.08,0.96,0.49,-60.42,3.55,-57.53,3.35
1853.855,-58.78,3.35,-302.52,2.08,0.95,0.49,-60.68,3.55,-57.83,3.35
1854.355,-59.06,3.35,-302.75,2.09,0.94,0.49,-60.94,3.55,-58.12,3.35
1854.855,-59.35,3.35,-302.99,2.09,0.93,0.49,-61.21,3.55,-58.42,3.35
1855.355,-59.63,3.35,-303.23,2.09,0.92,0.49,-61.47,3.55,-58.71,3.35
1855.855,-59.92,3.35,-303.46,2.09,0.91,0.49,-61.74,3.55,-59.01,3.35
1856.355,-60.2,3.35,-303.7,2.09,0.9,0.49,-62,3.55,-59.3,3.35
1856.855,-60.49,3.35,-303.94,2.09,0.89,0.49,-62.27,3.55,-59.6,3.35
1857.355,-60.77,3.35,-304.17,2.09,0.88,0.49,-62.53,3.55,-59.9,3.35
1857.855,-61.06,3.35,-304.41,2.09,0.87,0.49,-62.8,3.55,-60.19,3.35
1858.355,-61.35,3.35,-304.65,2.09,0.86,0.49,-63.06,3.55,-60.49,3.35
1858.855,-61.63,3.35,-304.88,2.09,0.85,0.49,-63.32,3.55,-60.79,3.35
1859.355,-61.92,3.35,-305.12,2.09,0.84,0.49,-63.59,3.55,-61.08,3.35
1859.855,-62.2,3.35,-305.35,2.09,0.83,0.49,-63.85,3.55,-61.38,3.35
1860.355,-62.49,3.35,-305.59,2.09,0.81,0.49,-64.12,3.55,-61.68,3.35
1860.855,-62.78,3.35,-305.83,2.09,0.8,0.49,-64.38,3.55,-61.97,3.35
1861.355,-63.06,3.35,-306.06,2.09,0.79,0.49,-64.65,3.55,-62.27,3.35
1861.855,-63.35,3.35,-306.3,2.09,0.78,0.49,-64.91,3.55,-62.57,3.35
1862.355,-63.64,3.35,-306.53,2.1,0.77,0.49,-65.18,3.55,-62.86,3.35
1862.855,-63.92,3.35,-306.77,2.1,0.76,0.49,-65.44,3.55,-63.16,3.35
1863.355,-64.21,3.35,-307.01,2.1,0.75,0.49,-65.71,3.55,-63.46,3.35
1863.855,-64.5,3.35,-307.24,2.1,0.74,0.49,-65.97,3.55,-63.76,3.35
1864.355,-64.78,3.35,-307.48,2.1,0.73,0.49,-66.24,3.55,-64.06,3.35
1864.855,-65.07,3.35,-307.72,2.1,0.72,0.49,-66.5,3.55,-64.35,3.35
1865.355,-65.36,3.35,-307.95,2.1,0.71,0.49,-66.77,3.55,-64.65,3.35
1865.855,-65.65,3.35,-308.19,2.1,0.69,0.49,-67.04,3.55,-64.95,3.35
1866.355,-65.93,3.35,-308.42,2.1,0.68,0.49,-67.3,3.55,-65.25,3.35
1866.855,-66.22,3.35,-308.66,2.1,0.67,0.49,-67.57,3.55,-65.55,3.35
1867.355,-66.51,3.35,-308.9,2.1,0.66,0.49,-67.83,3.55,-65.85,3.35
1867.855,-66.8,3.35,-309.13,2.1,0.65,0.49,-68.1,3.55,-66.15,3.35
1868.355,-67.09,3.35,-309.37,2.11,0.64,0.49,-68.37,3.55,-66.45,3.35
1868.855,-67.38,3.35,-309.6,2.11,0.63,0.49,-68.63,3.55,-66.75,3.35
1869.355,-67.67,3.35,-309.84,2.11,0.62,0.49,-68.9,3.55,-67.05,3.35
1869.855,-67.95,3.35,-310.08,2.11,0.61,0.49,-69.17,3.55,-67.35,3.35
1870.355,-68.24,3.35,-310.31,2.11,0.59,0.49,-69.43,3.55,-67.65,3.35
1870.855,-68.53,3.35,-310.55,2.11,0.58,0.49,-69.7,3.55,-67.95,3.35
1871.355,-68.82,3.35,-310.79,2.11,0.57,0.49,-69.97,3.55,-68.25,3.35
1871.855,-69.11,3.35,-311.02,2.11,0.56,0.49,-70.23,3.55,-68.55,3.35
1872.355,-69.4,3.35,-311.26,2.11,0.55,0.49,-70.5,3.55,-68.85,3.35
1872.855,-69.69,3.35,-311.5,2.11,0.54,0.49,-70.77,3.55,-69.15,3.35
1873.355,-69.98,3.35,-311.73,2.12,0.53,0.49,-71.04,3.55,-69.46,3.35
1873.855,-70.27,3.35,-311.97,2.12,0.51,0.49,-71.3,3.55,-69.76,3.35
1874.355,-70.56,3.35,-312.21,2.12,0.5,0.49,-71.57,3.55,-70.06,3.35
1874.855,-70.86,3.35,-312.45,2.12,0.49,0.49,-71.84,3.55,-70.36,3.35
1875.355,-71.15,3.35,-312.68,2.12,0.48,0.49,-72.11,3.55,-70.67,3.35
1875.855,-71.44,3.35,-312.92,2.12,0.47,0.49,-72.38,3.55,-70.97,3.35
1876.355,-71.73,3.35,-313.16,2.12,0.46,0.49,-72.64,3.55,-71.27,3.35
